timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1696789297953,23806,HTTP Request,Non HTTP response code: java.net.SocketException,"Non HTTP response message: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond",Thread Group crit 2-885,text,false,Test failed: code expected to contain /200/,3553,0,2000,2003,https://jsonplaceholder.typicode.com/posts/1,0,0,23806
1696789297623,24136,HTTP Request,Non HTTP response code: java.net.SocketException,"Non HTTP response message: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond",Thread Group crit 2-549,text,false,Test failed: code expected to contain /200/,3553,0,2000,2003,https://jsonplaceholder.typicode.com/posts/1,0,0,24136
1696789297586,24173,HTTP Request,Non HTTP response code: java.net.SocketException,"Non HTTP response message: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond",Thread Group crit 2-468,text,false,Test failed: code expected to contain /200/,3553,0,2000,2003,https://jsonplaceholder.typicode.com/posts/1,0,0,24173
1696789297936,23824,HTTP Request,Non HTTP response code: java.net.SocketException,"Non HTTP response message: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond",Thread Group crit 2-857,text,false,Test failed: code expected to contain /200/,3553,0,2000,2003,https://jsonplaceholder.typicode.com/posts/1,0,0,23824
1696789297643,24117,HTTP Request,Non HTTP response code: java.net.SocketException,"Non HTTP response message: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond",Thread Group crit 2-599,text,false,Test failed: code expected to contain /200/,3553,0,2000,2003,https://jsonplaceholder.typicode.com/posts/1,0,0,24117
1696789297632,24128,HTTP Request,Non HTTP response code: java.net.SocketException,"Non HTTP response message: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond",Thread Group crit 2-525,text,false,Test failed: code expected to contain /200/,3553,0,2000,2003,https://jsonplaceholder.typicode.com/posts/1,0,0,24127
1696789297698,24062,HTTP Request,Non HTTP response code: java.net.SocketException,"Non HTTP response message: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond",Thread Group crit 2-662,text,false,Test failed: code expected to contain /200/,3553,0,2000,2003,https://jsonplaceholder.typicode.com/posts/1,0,0,24062
1696789297633,24127,HTTP Request,Non HTTP response code: java.net.SocketException,"Non HTTP response message: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond",Thread Group crit 2-518,text,false,Test failed: code expected to contain /200/,3553,0,2000,2003,https://jsonplaceholder.typicode.com/posts/1,0,0,24127
1696789297261,24508,HTTP Request,Non HTTP response code: java.net.SocketException,"Non HTTP response message: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond",Thread Group crit 2-56,text,false,Test failed: code expected to contain /200/,3553,0,2000,2003,https://jsonplaceholder.typicode.com/posts/1,0,0,24508
1696789297218,24551,HTTP Request,Non HTTP response code: java.net.SocketException,"Non HTTP response message: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond",Thread Group crit 2-45,text,false,Test failed: code expected to contain /200/,3553,0,2000,2003,https://jsonplaceholder.typicode.com/posts/1,0,0,24551
